unique_input_record_	input_title	lookup_key	lookup_key_given	database_song_code	database_song_title	database_song_writers
458	Sensation Rag	SENSATIONRAG	""	0144638083	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0144541207	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0144245041	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0143656177	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0143520258	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0141894375	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0141479155	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0141472567	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0141404122	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0141316460	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0140699304	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0140630901	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0139224549	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0138632901	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0138598532	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0138036440	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0138024984	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0137994087	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0136664886	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0136190881	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0136146796	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0135446342	SENSATION RAG	TED SNYDER/BERT KALMAR
458	Sensation Rag	SENSATIONRAG	""	0135272288	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0134996284	SENSATION RAG	UNKNOWN
458	Sensation Rag	SENSATIONRAG	""	0102016382	SENSATION RAG	EDWARDS/LA ROCCA/SBARBARO/SHIELDS/RAGAS
458	Sensation Rag	SENSATIONRAG	""	0100036255	SENSATION RAG	LAMB JOSEPH F
459	Canine Euthanasia	CANINEEUTHANASIA	""	0114729789	CANINE EUTHANASIA	FITZGERALD WARREN A
462	After Love	AFTERLOVE	""	0143876449	AFTER LOVE	WATSON A/GRAHAM J/RIGO A
463	Gun for Fun	GUNFORFUN	""	0102413762	GUN FOR FUN	O'CONNOR CHRISTOPHER JOHN
466	Whirlpool	WHIRLPOOL	""	0145395753	WHIRLPOOL	WHITTAKER J/BARRETT D
466	Whirlpool	WHIRLPOOL	""	0133149502	WHIRLPOOLS	FORRESTER B/LEWIN M
467	Tristeza do Jeca	TRISTEZADOJECA	""	0140666288	TRISTEZA DO JECA	ANGELINO DE OLIVEIRA
469	Honey	HONEY	""	0121902314	HONEY	ASLETT J/ASLETT J
470	Diaspora	DIASPORA	""	0146465527	DIASPORA	THOMAS NAIM/JONATHAN QUARMBY/TIKEN JAH F
474	Muskrat Ramble	MUSKRATRAMBLE	""	0146653691	MUSKRAT RAMBLE	ORY/ORY
479	Lost Yourself	LOSTYOURSELF	""	0149300060	LOST YOURSELF	STEFAN UNTERPERTINGER
479	Lost Yourself	LOSTYOURSELF	""	0143723049	LOST YOURSELF	BUKOWSKI DANIEL
484	If You See Her	IFYOUSEEHER	""	0122002866	IF YOU COULD SEE HIM	RITENOUR L/VANNELLI R/MASON H
485	Spanish Castle Magic	SPANISHCASTLEMAGIC	""	0106560676	SPANISH CASTLE MAGIC	HENDRIX JIMI
486	Din Din	DINDIN	""	0136462088	DIN DIN	DUCORNET J/HOUSE T
487	So in Love	SOINLOVE	""	0154690986	SO IN LOVE	SAMUELS D/MCKENZIE M
487	So in Love	SOINLOVE	""	0141198072	SO IN LOVE	PRATT K/NISSAN
487	So in Love	SOINLOVE	""	0140199851	SO IN LOVE	KEUSCH P/MACKO Z
487	So in Love	SOINLOVE	""	0108937413	SO IN LOVE	SPEARMAN R/BENFORD V
488	Kick It Up	KICKITUP	""	0107788756	KICK IT UP	BYRD A/ROBINSON J
492	I Don't See Them	IDONTSEETHEM	""	0148363151	I DON'T SEE THEM	NAPLES ANTHONY M
493	Ilegal	ILEGAL	""	0147454698	ILLEGAL	MONTANO M/DU BOIS K
495	Let It Whip	LETITWHIP	""	0155330474	LET IT WHIP	ANDREWS J/CHANCLER LEON L
495	Let It Whip	LETITWHIP	""	0103443655	LET IT WHIP	ANDREWS R/CHANCLER N
496	My Black Nina	MYBLACKNINA	""	0138258285	MY BLACK NINA	FREEMURDA
497	Rain On Me	RAINONME	""	0148918253	RAIN ON ME	FOSTER G/WILSON C
498	Matrix	MATRIX	""	0137524637	THE MATRIX (FEAT PHAROAHE MONCH)	/CROSS CURTIS/BLACK MILK/PHARAOH MONCH
499	Baby Obey Me	BABYOBEYME	""	0143697155	BABY, OBEY ME	MARTIN D
500	Nobody	NOBODY	""	0147271843	NOBODY	GUITRON E/OMLEY J/MANI M
501	Magnificent Time	MAGNIFICENTTIME	""	0148577603	MAGNIFICENT TIME	RICE O/HEALY F
504	Flight	FLIGHT	""	0154051962	FLIGHT	CROSSBERG R/GLASS J
504	Flight	FLIGHT	""	0153984932	FLIGHT	CASTALDO J/SHOEMAKER J
506	Filthy Rich	FILTHYRICH	""	0146377067	FILTHY RICH	SPITTLE G/BRYANT D
507	So Much to Lose	SOMUCHTOLOSE	""	0141639605	SO MUCH TO LOSE	CROWE DAVID ANDREW
509	Sol Clap	SOLCLAP	""	0141494189	SOL CLAP	HOLLAND WILLIAM GEORGE
510	Shark Fin Soup	SHARKFINSOUP	""	0145658825	SHARK FIN SOUP	TASK FORCE
511	Limbo	LIMBO	""	0148287591	LIMBO	DI LABIO L/TRAVAGLINI M/PONTIN N
514	Cahil	CAHIL	""	0136511803	CAHIL	ORTAC S/ANONIM/YETER M
516	Catch Up	CATCHUP	""	0145619946	CATCH UP	ADAMO F/LETTOLI P/CAVICCHI G
524	Drive Me Crazy	DRIVEMECRAZY	""	0133212811	DRIVE ME CRAZY	BAKER C/BAKER S/LESLIE S
527	Matrimony	MATRIMONY	""	0143306385	MATRIMONY	LOEFFLER T/WILDENHAIN H
528	Born To Love You	BORNTOLOVEYOU	""	0133597249	BORN TO LOVE YOU	SCOTT LLOYD BENTLEY
530	Hi Jack	HIJACK	""	0149247249	HIJACK	ADAM GROSSMANN
530	Hi Jack	HIJACK	""	0136104916	HIJACK	ADAMS KERRY
531	SEASON OF GOLD	SEASONOFGOLD	""	0153843559	SEASON OF GOLD	ANDO MASAHIRO
531	SEASON OF GOLD	SEASONOFGOLD	""	0118979190	SEASONS OF GOLD	BAKER ADRIAN
531	SEASON OF GOLD	SEASONOFGOLD	""	0106818697	SEASONS OF GOLD	WORMALD JEANETTE GAIL
533	Voodoo Love	VOODOOLOVE	""	0345787821	VOODOO LOVE (SEXY@078)	TEMPEST Z/BENSON V
536	One Way	ONEWAY	""	0146100745	ONE WAY	BOVA F/BORACCHI G
537	When I'm Away from You	WHENIMAWAYFROMYOU	""	0101335000	WHEN IM AWAY FROM YOU	MILLER FRANCIS JOHN
540	x ANA x	XANAX	""	0154144283	XANAX	OWENS C/VANACORE D
545	Ich werd bei dir sein	ICHWERDBEIDIRSEIN	""	0109852323	ICH WERD BEI DIR SEIN	GORGOGLIONE DOMENICO
547	Kailangan Kita	KAILANGANKITA	""	0150913798	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0149156107	KAILANGAN KITA	VALENZUELA CHRISTIAN EARL
547	Kailangan Kita	KAILANGANKITA	""	0147230420	KAILANGAN KITA	GOSH DILAY
547	Kailangan Kita	KAILANGANKITA	""	0147224744	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0147221654	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0147080203	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0146346870	KAILANGAN KITA	GEORGE CANSECO
547	Kailangan Kita	KAILANGANKITA	""	0145670306	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0144346946	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0144346945	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0144346944	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0143555241	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0143327483	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0142926987	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0142926986	KAILANGAN KITA (MINUS ONE)	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0142901644	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0142867951	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0141965674	KAILANGAN KITA	OGIE ALCASID
547	Kailangan Kita	KAILANGANKITA	""	0141710103	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0141662576	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0139211541	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0137858396	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0136651905	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0135523664	KAILANGAN KITA	UNKNOWN
547	Kailangan Kita	KAILANGANKITA	""	0134502306	KAILANGAN KITA	ALCASID HERMINIO JR (OGIE)
547	Kailangan Kita	KAILANGANKITA	""	0124409763	KAILANGAN KITA	ALVAREZ D /ACTUB H /ACTUB C
548	Love & Pain	LOVE&PAIN	""	0154419240	LOVE AND PAIN	BRAMHALL II D/BERMISS A
549	Ana Maria	ANAMARIA	""	0134254185	ANNA MARIA	STEWART D/WILCOX J/BRUNO A
551	Quando, Quando, Quando	QUANDOQUANDOQUANDO	""	0133447644	QUANDO QUANDO QUANDO	RENIS T/TESTA A/DRAKE E
552	Boneflower	BONEFLOWER	""	0140541674	BONE FLOWERS	DIETTERICH N/PFENDER A
555	Diablo	DIABLO	""	0333913989	DIABLO (EVO 046)	BAKER A/MARLO C
558	Crazier	CRAZIER	""	0147577381	CRAZIER	HEYNEN PIETER L
558	Crazier	CRAZIER	""	0121828887	CRAZIER	HEAD MICHAEL
565	Sweet Marie	SWEETMARIE	""	0145325990	SWEET MARIE	SWAN J/MULLAN D
566	Used to You	USEDTOYOU	""	0108688967	USED TO YOU	SCOTT ELIZABETH JANE ROSE
569	Don't Do That	DONTDOTHAT	""	0117191406	DONT DO THAT	CRAWFORD IAN JAMES
571	Slytherin	SLYTHERIN	""	0146105159	SLYTHERING	BROLIS S/COMIN G
579	Not Afraid	NOTAFRAID	""	0153498070	NOT AFRAID	MCBRIDE B/HOPPE-SMITH J
580	On Your Own	ONYOUROWN	""	0135972182	ON YOUR OWN	MOSES B/WARD R
582	Hard To Let Go	HARDTOLETGO	""	0133954395	HARD TO LET GO (FEMALE VOX)	KIMMEL K/PERRY D
582	Hard To Let Go	HARDTOLETGO	""	0143283797	HARD TO LET GO	BROWN J/BRUMMELL W
584	Estoy Enamorado de Ti	ESTOYENAMORADODETI	""	0139758978	ESTOY ENAMORADO DE TI	GARCIA FILIBERTO
584	Estoy Enamorado de Ti	ESTOYENAMORADODETI	""	0139049845	ESTOY ENAMORADO DE TI	VASQUEZ MANUEL ALFONSO
584	Estoy Enamorado de Ti	ESTOYENAMORADODETI	""	0137054524	ESTOY ENAMORADO DE TI	VALE CASTILLA RAUL RICARDO
584	Estoy Enamorado de Ti	ESTOYENAMORADODETI	""	0130338360	ESTOY ENAMORADO DE TI	AGUILERA VALADEZ ALBERTO
590	Intersection	INTERSECTION	""	0134360341	INTERSECTION	THOMAS W/ENO R
591	It's My Turn Now	ITSMYTURNNOW	""	0134174439	IT S MY TURN NOW	ENGLISHBY PAUL
591	It's My Turn Now	ITSMYTURNNOW	""	0134173991	IT S MY TURN NOW	UNDERWOOD A/SICHEL S
592	Ego & Soul	EGO&SOUL	""	0151498604	EGO & SOUL	MARIO RADZOM/TESLA/CARL OSCAR ANDERSSON
593	Go Your Own Way	GOYOUROWNWAY	""	0127311985	GO YOUR OWN WAY	ROBINSON B /KELLEY T
594	Heart Shaped Box	HEARTSHAPEDBOX	""	0143749612	HEART SHAPED BOX	CZAPL JASON
594	Heart Shaped Box	HEARTSHAPEDBOX	""	0106152033	HEART SHAPED BOX	COBAIN KURT D
595	Di Na Natuto	DINANATUTO	""	0117551931	DI NA NATUTO	JAVIER DANNY
600	GameTime	GAMETIME	""	0154791978	GAME TIME	JOBES A/ROBINSON J
602	Adagio De Albinoni	ADAGIODEALBINONI	""	0100043252	ADAGIO IN G MINOR (ORIGINAL VERSION)	/ALBINONI T/GIAZOTTO R
604	PositiveNoise	POSITIVENOISE	""	0141408202	POSITIVENOISE	UNKNOWN
605	Love Gone Wrong	LOVEGONEWRONG	""	0133421684	LOVE GONE WRONG	FABRI C/DELANEY D
611	Magnet	MAGNET	""	0148455308	MAGNET	KAMMERMEIER A/MERZIGER W
613	Violin Sonata No. 26 in B-Flat Major, K. 378 (arr. L. Slavinsky for oboe and piano): III. Rondo: Allegro	VIOLINSONATANO26INBFLATMA	""	0150525589	VIOLIN SONATA NO. 26 IN B-FLAT MAJOR, K. 378: III. ROND (PL)	WOLFGANG AMADEUS MOZART
613	Violin Sonata No. 26 in B-Flat Major, K. 378 (arr. L. Slavinsky for oboe and piano): III. Rondo: Allegro	VIOLINSONATANO26INBFLATMA	""	0147842570	VIOLIN SONATA NO. 26 IN B-FLAT MAJOR, K. 378: II. ANDANTINO	WOLFGANG AMADEUS MOZART
613	Violin Sonata No. 26 in B-Flat Major, K. 378 (arr. L. Slavinsky for oboe and piano): III. Rondo: Allegro	VIOLINSONATANO26INBFLATMA	""	0144389769	VIOLIN SONATA NO. 26 IN B FLAT MAJOR, K. 378 (ARR. P. GALLOI	WOLFGANG AMADEUS MOZART
614	Perfectly	PERFECTLY	""	0135608316	PERFECTLY	BEKEN D/ADAMS D
615	Sweet Love	SWEETLOVE	""	0125389990	SWEET LOVE	MILLS C/LEMAIRE S/NELSON B
616	Use Me	USEME	""	0106984359	USE ME	WRIGHT C/BLAZY K
617	Faith	FAITH	""	0144131852	FAITH	HOHLE U S FLECKS S/HOHLE U S FLECKS S
617	Faith	FAITH	""	0400342737	HAPPY BIRTHDAY TO YOU	HILL MILDRED/HILL PATTY
622	Suite in G minor: III. Sarabande	SUITEINGMINORIIISARABANDE	""	0148855407	SUITE IN G MINOR: III. SARABANDE	FRANCOIS DUFAUT
623	Cavatina	CAVATINA	""	0139127083	CAVATINA (FN@291)	MAZAN J/MYSLIKOVJAN I
624	Arcade Hero	ARCADEHERO	""	0150668788	ARCADE HERO	BURZLAFF FLORIAN
630	Cameroon	CAMEROON	""	0114275633	CAMEROON	MASUKA DOROTHY MANYANDO
634	Charlie	CHARLIE	""	0150527569	C.H.A.R.L.I.E	BEESLEY J/FROGGATT P
634	Charlie	CHARLIE	""	0114090960	CHARLIE	BACHARACH B/RUSSELL B
639	Louder	LOUDER	""	0151067013	LOUDER	AGGELOS MAVROS/AGGELOS MAVROS
640	Sonata No. 30 in E Major, Op. 109: I. Vivace, ma non troppo - Remastered	SONATANO30INEMAJOROP109IV	""	0152110302	SONATA NO. 30 IN E MAJOR, OP. 109: I. VIVACE, MA NON TROPPO	LUDWIG VAN BEETHOVEN/FRANK DE LA MORA MI
650	How Strange	HOWSTRANGE	""	0135656720	HOW STRANGE	DEMPSEY DAMIEN JUDE PATRICK
653	Featherlight	FEATHERLIGHT	""	0135836916	FEATHERLIGHT	BOSHER M/BOSHER D
654	Bernie	BERNIE	""	0143745637	BERNIE (CL THEME)	BAKER JAMES DAVID
662	Legend	LEGEND	""	0138744804	LEGEND	WASHINGTON F/LAMBERT E/MAYFIELD K
667	No Other Name	NOOTHERNAME	""	0116277445	NO OTHER NAME	RUSSELL-VAN H/SCHLENCKER C
669	Proseche	PROSECHE	""	0142529941	PROSECHE	ILIAS FILIPPOU/STELIOS LAZAROU
670	Work Out	WORKOUT	""	0137853151	THE WORKOUT	LORBER J/JACKSON P
673	Captain Planet	CAPTAINPLANET	""	0207366106	CAPTAIN PLANET (66%/17%/17%)	ROBERTS E/WORRALL T/RUCKER S
673	Captain Planet	CAPTAINPLANET	""	0206545888	CAPTAIN PLANET	ROBERTS E/WORRALL T/GRANT J
673	Captain Planet	CAPTAINPLANET	""	0205626194	CAPTAIN PLANET (66%/17%/17%)	ROBERTS E/WORRALL T/GRANT J
673	Captain Planet	CAPTAINPLANET	""	0204719855	CAPTAIN PLANET	ROBERTS E/WORRALL T/GRANT J
673	Captain Planet	CAPTAINPLANET	""	0203867956	CAPTAIN PLANET	ROBERTS E/WORRALL T/GRANT J
678	Doin' It Wrong	DOINITWRONG	""	0138318910	DOING IT WRONG	EULER H/TORNQVIST M
680	Sugar Box	SUGARBOX	""	0353353695	SUGAR BOXX (POP PS-223)	KAZDA JAN
686	Meant For Me	MEANTFORME	""	0133761011	MEANT FOR ME	BOSE J/MCGUIRE H
689	Take It Back	TAKEITBACK	""	0138976924	TAKE IT BACK	WILKINSON A/COMMANDEUR T/JONES S
689	Take It Back	TAKEITBACK	""	0141201536	TAKE IT BACK	KIRKPATRICK I/SCHMITT D/EVEN K
694	Eleanor 60	ELEANOR60	""	0145576996	ELEANOR 60 (INSTRUMENTAL)	MANZANO ALEXANDER ALBERT
695	Cut You In	CUTYOUIN	""	0116204256	CUT YOU IN	CANTRELL JERRY FULTON JR
701	Stage II (å±åãååº«)	STAGEII	""	0149113489	STAGE II	CAPCOM SOUND TEAM
702	Goodbye Girl	GOODBYEGIRL	""	0123582453	GOODBYE, GIRL	CREWE B/GAUDIO R
703	My Generation	MYGENERATION	""	0142576495	MY GENERATION (FEAT. DANI UMMEL)	BOURAIMA A/MENDOZA A
704	So Sad	SOSAD	""	0153405284	SO SAD	RUSSELL LUTHER
705	My Prayer	MYPRAYER	""	0142404156	MY PRAYERS	YOUNG L/MANNING S
708	Sunday Kind Of Love	SUNDAYKINDOFLOVE	""	0141961009	SUNDAY KIND OF LOVE	BARBARA BELLE ANITA LEONARD LOUIS PRIMA
714	Hacked My Instagram	HACKEDMYINSTAGRAM	""	0153550898	HACKED MY INSTAGRAM	JENKS JORDAN TIMOTHY
721	Superman	SUPERMAN	""	0141726093	SUPERMAN	CECCHETTO/SIMONETTI
723	Aviation	AVIATION	""	0142032446	AVIATION (ORIGINAL MIX)	RAN SHANI/ITAMAR LEVY
725	Soft Hand	SOFTHAND	""	0133288453	SOFT HAND	FISHER ROBERT NEILL
735	No No No	NONONO	""	0148567408	NO NO NO	EBDRUP P/KAPPEL K
736	Unlikely Angel	UNLIKELYANGEL	""	0114452007	UNLIKELY ANGEL	PARTON DOLLY
737	Wise Men Say	WISEMENSAY	""	0151323853	WISE MEN SAY	EVANS NIGEL
737	Wise Men Say	WISEMENSAY	""	0151043845	WISE MEN SAY	NIGEL EVANS
737	Wise Men Say	WISEMENSAY	""	0114343834	WISE MEN SAY	REYNOLDS ROGER ANDREW
737	Wise Men Say	WISEMENSAY	""	0107819654	WISE MEN SAY	HAWKSLEY SAM JAMES
737	Wise Men Say	WISEMENSAY	""	0102727284	CAN'T HELP FALLING IN LOVE	PERETTI H/CREATORE L/WEISS G
739	Love Don't Come Easy	LOVEDONTCOMEEASY	""	0131112351	LOVE DONT COME EASY	BELL ISABELLA MILLER
741	Untitled	UNTITLED	""	0148374655	UNTITLED	MORRIS J/HAWKE I/SMITH D
741	Untitled	UNTITLED	""	0132423195	COLOSSUS OF DESTINY	OSBORNE R/CROVER D/RUTMANIS K
743	Beat It	BEATIT	""	0137745906	BEAT IT	CAMPBELL GARETH
744	Easy to Be Hard	EASYTOBEHARD	""	0103548968	"\"EASY TO BE HARD (FR \"\"HAIR\"\")\""	MACDERMOT A/RAGNI G/RADO J
746	Wanted	WANTED	""	0154499213	WANTED	VERSI/SMILEY D/FOSTER D
748	If I Needed You	IFINEEDEDYOU	""	0155923924	IF I NEEDED YOU	VAN ZANDT TOWNES
748	If I Needed You	IFINEEDEDYOU	""	0102427567	IF I NEEDED YOU	VAN ZANDT TOWNES JOHN
751	Autopilot	AUTOPILOT	""	0126963323	AUTO-PILOT	CANG G /MCMILLAN J
751	Autopilot	AUTOPILOT	""	0123488552	AUTO PILOT	HOMME J/OLIVERI N
753	Time Again	TIMEAGAIN	""	0117216785	TIME AGAIN	MCCARTHY D/O'SHEA J
753	Time Again	TIMEAGAIN	""	0111096420	TIME AGAIN	WHITEHOUSE P/CHAMBERLAIN P
754	Tecumtha	TECUMTHA	""	0149481324	TECUMTHA	CREMER ANDREAS/ HANDKE PHILIPP
755	Manga	MANGA	""	0150019682	MANGA	HALLET M/LEAVERS D
756	Idul Fitri	IDULFITRI	""	0149670345	IDUL FITRI	FITRIAN TEUKU ADI
757	Lift Him Up	LIFTHIMUP	""	0134257789	LIFT HIM UP	CAGE B/CARR K/ROBINSON G
762	"\"Stranger In Paradise - From \"\"Kismet\"\"\""	STRANGERINPARADISEFROMKIS	""	0153453421	STRANGER IN PARADISE FROM KISMET	WRIGHT/CRAIG/FORREST
765	Too Much Birthday	TOOMUCHBIRTHDAY	""	0142217720	TOO MUCH BIRTHDAY	PORTUGAL C/MTURNER
765	Too Much Birthday	TOOMUCHBIRTHDAY	""	0142217719	TOO MUCH BIRTHDAY (INSTRUMENTAL)	PORTUGAL C/MTURNER
769	Story of Mine	STORYOFMINE	""	0151318885	STORY OF MINE	/DE MARTINO FLAVIO/DEE JAY
771	Anytime	ANYTIME	""	0145151063	ANYTIME	OGB/BUND/KHAN/NAJA/BRESLAV/WILLIGERODT
775	Won My Heart	WONMYHEART	""	0140780104	WON MY HEART	MCCHLERY M/BAKER B
778	Fortunate Son	FORTUNATESON	""	0337442401	FORTUNATE SONS (RCF011)	FRANKE CHRISTOPHER G
778	Fortunate Son	FORTUNATESON	""	0150101773	FORTUNATE SONS	FRANKE CHRISTOPH
778	Fortunate Son	FORTUNATESON	""	0140785436	FORTUNATE SON	FEINBERG EZRA
778	Fortunate Son	FORTUNATESON	""	0103175927	FORTUNATE SON	FOGERTY JOHN C
785	Blue Vacation	BLUEVACATION	""	0154674741	BLUE VACATION	WALKER B/MCMAHON A
792	Close Minded	CLOSEMINDED	""	0145478708	CLOSE-MINDED	MATTRACH
796	Soul to Skin	SOULTOSKIN	""	0153986842	SOUL TO SKIN	PARKER ADAM LONGMAN
799	Zen Peace	ZENPEACE	""	0146610151	ZEN PEACE	MAGNUSSONS
799	Zen Peace	ZENPEACE	""	0142097139	ZEN PEACE	ASTON SHAUN
802	Episode	EPISODE	""	0133783603	EPISODES	JACKSON O/BROWN J/JIMENEZ R
804	Any Day Now	ANYDAYNOW	""	0151405944	ANY DAY NOW	DAWSON D/TRUSSELL M/STOKLASA A
805	Dang Me	DANGME	""	0100562086	DANG ME	MILLER ROGER
806	Another Day, Another Heartache	ANOTHERDAYANOTHERHEARTACH	""	0105311896	ANOTHER DAY ANOTHER HEARTACHE	GREENFIELD H/SEDAKA N
